               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 200,            0.054566,            0.016977,            0.032479,             0.36223,                   1,             0.62901,             0.37841,            0.028754,           0.0096248,            0.022058,           0.0060598,           0.0060598,           0.0060598
                 201,            0.055767,            0.013666,            0.033025,             0.36223,                   1,             0.62901,             0.37841,            0.028754,           0.0096248,            0.022058,             0.00604,             0.00604,             0.00604
                 202,            0.047963,            0.017551,            0.031797,             0.36223,                   1,             0.62901,             0.37841,            0.028754,           0.0096248,            0.022058,           0.0060202,           0.0060202,           0.0060202
                 203,            0.040814,            0.016251,            0.029515,             0.36223,                   1,             0.62901,             0.37841,            0.028754,           0.0096248,            0.022058,           0.0060004,           0.0060004,           0.0060004
                 204,             0.04379,            0.013976,            0.028651,             0.40048,                   1,             0.64583,             0.25206,            0.027621,           0.0097106,             0.02206,           0.0059806,           0.0059806,           0.0059806
                 205,            0.044986,            0.019556,            0.031749,             0.40048,                   1,             0.64583,             0.25206,            0.027621,           0.0097106,             0.02206,           0.0059608,           0.0059608,           0.0059608
                 206,            0.042751,            0.017395,            0.032315,             0.40048,                   1,             0.64583,             0.25206,            0.027621,           0.0097106,             0.02206,            0.005941,            0.005941,            0.005941
                 207,            0.050456,            0.015868,            0.032935,             0.40048,                   1,             0.64583,             0.25206,            0.027621,           0.0097106,             0.02206,           0.0059212,           0.0059212,           0.0059212
                 208,            0.043093,            0.015638,            0.031157,             0.40048,                   1,             0.64583,             0.25206,            0.027621,           0.0097106,             0.02206,           0.0059014,           0.0059014,           0.0059014
                 209,            0.039697,            0.015138,            0.031705,             0.40377,                   1,             0.61806,             0.31014,            0.025611,           0.0095655,            0.021938,           0.0058816,           0.0058816,           0.0058816
                 210,            0.040092,            0.017321,            0.028087,             0.40377,                   1,             0.61806,             0.31014,            0.025611,           0.0095655,            0.021938,           0.0058618,           0.0058618,           0.0058618
                 211,            0.051981,            0.019162,            0.031293,             0.40377,                   1,             0.61806,             0.31014,            0.025611,           0.0095655,            0.021938,            0.005842,            0.005842,            0.005842
                 212,            0.048163,            0.015281,            0.034203,             0.40377,                   1,             0.61806,             0.31014,            0.025611,           0.0095655,            0.021938,           0.0058222,           0.0058222,           0.0058222
                 213,            0.055213,            0.013988,            0.032026,             0.40377,                   1,             0.61806,             0.31014,            0.025611,           0.0095655,            0.021938,           0.0058024,           0.0058024,           0.0058024
                 214,            0.053028,            0.015302,            0.032402,             0.40377,                   1,             0.61806,             0.31014,            0.025611,           0.0095655,            0.021938,           0.0057826,           0.0057826,           0.0057826
                 215,            0.043063,            0.011319,            0.028475,             0.47946,                   1,               0.678,              0.4068,            0.020567,           0.0096968,            0.021946,           0.0057628,           0.0057628,           0.0057628
                 216,            0.053558,            0.012062,            0.032215,             0.47946,                   1,               0.678,              0.4068,            0.020567,           0.0096968,            0.021946,            0.005743,            0.005743,            0.005743
                 217,            0.038308,            0.014468,             0.02736,             0.47946,                   1,               0.678,              0.4068,            0.020567,           0.0096968,            0.021946,           0.0057232,           0.0057232,           0.0057232
                 218,            0.055113,            0.019671,            0.032479,             0.47946,                   1,               0.678,              0.4068,            0.020567,           0.0096968,            0.021946,           0.0057034,           0.0057034,           0.0057034
