               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  11,            0.058472,            0.016624,            0.033314,             0.13029,             0.68864,             0.18481,            0.084173,            0.056127,            0.013714,            0.025287,            0.046771,           0.0057715,           0.0057715
                  12,            0.070093,            0.016149,            0.031734,             0.77182,             0.50092,             0.49229,             0.23263,            0.057357,             0.01203,            0.023736,            0.042248,           0.0062479,           0.0062479
                  13,            0.065118,            0.016691,            0.031333,             0.26349,             0.73149,             0.48816,             0.16119,            0.050734,            0.011411,            0.021626,            0.037722,           0.0067224,           0.0067224
                  14,            0.058786,            0.016225,            0.030299,             0.40124,             0.86591,             0.50611,             0.16987,            0.042914,            0.010078,            0.020417,            0.033195,           0.0071949,           0.0071949
                  15,            0.062849,            0.016841,            0.030965,             0.16412,             0.35617,             0.19973,            0.036983,            0.060278,           0.0099818,            0.019956,            0.028665,           0.0076654,           0.0076654
                  16,            0.063698,            0.015762,            0.029046,             0.11334,              0.7974,             0.13055,            0.050815,            0.054553,            0.009606,            0.019538,            0.024134,           0.0081339,           0.0081339
                  17,            0.068219,            0.014094,            0.028732,             0.30196,              0.7707,             0.41881,             0.16389,             0.03598,            0.010108,            0.018856,              0.0196,           0.0086004,           0.0086004
                  18,            0.067786,            0.015816,            0.028232,             0.38343,             0.85487,             0.52927,             0.16409,            0.042933,           0.0094999,            0.018501,            0.015065,            0.009065,            0.009065
                  19,            0.063472,            0.015077,            0.026726,             0.45333,             0.74091,             0.53162,             0.22112,            0.055964,           0.0099936,            0.017591,            0.010528,           0.0095276,           0.0095276
                  20,            0.077584,            0.013234,            0.025929,             0.39397,             0.74058,             0.48754,             0.12061,            0.041999,           0.0094114,            0.016817,            0.009604,            0.009604,            0.009604
                  21,            0.062057,            0.015905,            0.025566,             0.35014,             0.81169,             0.44784,             0.20399,            0.046344,           0.0092633,            0.016486,            0.009604,            0.009604,            0.009604
                  22,            0.067159,            0.015051,             0.02558,             0.50655,             0.76071,             0.64594,             0.29953,            0.038267,           0.0094278,            0.015921,           0.0095842,           0.0095842,           0.0095842
                  23,            0.059363,            0.015506,            0.025404,             0.47831,             0.73861,             0.61548,             0.23119,            0.042059,           0.0091182,            0.014751,           0.0095644,           0.0095644,           0.0095644
                  24,            0.067309,            0.014576,            0.025189,             0.39853,             0.87175,             0.44293,              0.1703,            0.042263,           0.0087404,            0.014457,           0.0095446,           0.0095446,           0.0095446
                  25,            0.058459,             0.01523,            0.023635,             0.53368,             0.83422,             0.71701,             0.31649,            0.042484,           0.0089427,            0.013776,           0.0095248,           0.0095248,           0.0095248
                  26,            0.056083,            0.013069,            0.023211,             0.49769,             0.84026,             0.55439,             0.23941,             0.04059,           0.0088799,            0.013259,            0.009505,            0.009505,            0.009505
                  27,            0.052704,            0.015408,            0.022378,              0.3889,             0.71169,             0.49546,             0.29411,            0.041168,           0.0092097,             0.01223,           0.0094852,           0.0094852,           0.0094852
                  28,            0.061126,            0.011947,            0.021085,             0.53974,              0.7974,              0.6486,             0.25799,            0.037781,           0.0085784,            0.012167,           0.0094654,           0.0094654,           0.0094654
                  29,            0.053289,            0.014425,            0.021222,             0.43706,             0.72597,             0.54582,             0.22229,             0.03742,           0.0083844,            0.011809,           0.0094456,           0.0094456,           0.0094456
                  30,            0.051435,            0.014146,            0.020655,             0.64958,             0.77403,             0.77495,             0.40349,            0.033825,           0.0077618,             0.01157,           0.0094258,           0.0094258,           0.0094258
                  31,            0.046284,            0.014544,            0.019316,             0.52328,             0.59481,             0.62815,             0.26508,            0.039438,           0.0075365,            0.011007,            0.009406,            0.009406,            0.009406
                  32,            0.056894,            0.012363,            0.022691,             0.65602,              0.7672,             0.70954,             0.31224,            0.034627,           0.0071102,            0.011131,           0.0093862,           0.0093862,           0.0093862
                  33,            0.049418,             0.01277,            0.017838,             0.35838,              0.7461,             0.46793,             0.18058,            0.043379,           0.0072127,            0.011578,           0.0093664,           0.0093664,           0.0093664
                  34,            0.057382,            0.012292,            0.018142,             0.48264,             0.69805,             0.52134,             0.24535,            0.036156,           0.0070275,            0.010602,           0.0093466,           0.0093466,           0.0093466
                  35,            0.047833,             0.01387,            0.018124,             0.42732,             0.86219,             0.66398,             0.40878,            0.030146,           0.0066574,            0.010904,           0.0093268,           0.0093268,           0.0093268
                  36,            0.045925,            0.010635,            0.018645,             0.51419,             0.71201,             0.63142,             0.26781,            0.037505,           0.0066518,            0.010868,            0.009307,            0.009307,            0.009307
                  37,            0.049342,            0.012164,            0.017742,             0.64687,             0.75162,             0.79618,             0.46851,            0.033185,           0.0065415,            0.010478,           0.0092872,           0.0092872,           0.0092872
                  38,            0.043202,            0.012623,            0.016186,              0.5074,             0.75552,             0.76162,             0.48258,             0.03041,            0.006553,            0.011137,           0.0092674,           0.0092674,           0.0092674
                  39,            0.042109,            0.010551,            0.018764,             0.76488,             0.86648,              0.9309,             0.53491,            0.023644,           0.0061317,            0.011859,           0.0092476,           0.0092476,           0.0092476
                  40,            0.046158,            0.010671,            0.018232,             0.45102,             0.78312,             0.58465,             0.22381,            0.034379,           0.0062185,            0.011062,           0.0092278,           0.0092278,           0.0092278
                  41,            0.048025,            0.011174,            0.018291,             0.65678,             0.86006,             0.88592,             0.56392,            0.024687,           0.0059919,            0.011273,            0.009208,            0.009208,            0.009208
                  42,            0.043843,            0.011297,            0.016771,              0.4038,             0.65747,             0.61145,             0.23093,            0.032608,           0.0059879,            0.010443,           0.0091882,           0.0091882,           0.0091882
                  43,            0.036942,            0.011466,            0.017564,             0.60517,             0.81461,             0.72902,             0.40052,            0.028309,           0.0059948,           0.0094223,           0.0091684,           0.0091684,           0.0091684
                  44,            0.051769,           0.0098811,            0.014604,             0.91186,             0.83569,             0.93029,             0.57959,             0.02419,           0.0056407,           0.0086338,           0.0091486,           0.0091486,           0.0091486
                  45,            0.046247,            0.011871,            0.013265,             0.48959,              0.7295,             0.61228,             0.22421,            0.031903,           0.0058768,           0.0091476,           0.0091288,           0.0091288,           0.0091288
                  46,            0.044934,            0.011584,            0.014228,             0.80581,             0.72689,             0.88245,              0.5201,            0.022419,           0.0055015,            0.012308,            0.009109,            0.009109,            0.009109
                  47,            0.041575,            0.010945,            0.015423,             0.59736,             0.91085,             0.78443,              0.3145,            0.036724,           0.0057289,            0.011046,           0.0090892,           0.0090892,           0.0090892
                  48,            0.051562,            0.011746,            0.013854,             0.97573,             0.93129,             0.98156,             0.67965,            0.016987,           0.0050844,           0.0083267,           0.0090694,           0.0090694,           0.0090694
                  49,            0.041392,            0.010845,            0.012207,             0.79193,              0.8941,             0.87354,             0.48989,            0.024026,           0.0053749,           0.0075833,           0.0090496,           0.0090496,           0.0090496
                  50,            0.043439,            0.010468,            0.015159,             0.82807,             0.89553,             0.92895,             0.54967,             0.02321,           0.0053203,           0.0079847,           0.0090298,           0.0090298,           0.0090298
                  51,            0.033706,           0.0096965,            0.013058,             0.73569,             0.78005,             0.83391,             0.39776,              0.0304,           0.0055744,           0.0071105,             0.00901,             0.00901,             0.00901
                  52,            0.044165,             0.01058,            0.014242,             0.74325,             0.87419,             0.94825,             0.69801,            0.021712,           0.0051687,            0.006824,           0.0089902,           0.0089902,           0.0089902
                  53,            0.040747,            0.010251,            0.015565,             0.55827,             0.93734,             0.86814,              0.4504,            0.024515,           0.0053272,           0.0067967,           0.0089704,           0.0089704,           0.0089704
                  54,            0.039751,            0.010173,            0.014222,             0.61393,             0.86299,             0.88873,             0.66583,            0.023019,           0.0049424,           0.0065353,           0.0089506,           0.0089506,           0.0089506
                  55,            0.035078,             0.01004,            0.015647,             0.53775,             0.80292,             0.78445,             0.38665,            0.025581,           0.0053159,           0.0079008,           0.0089308,           0.0089308,           0.0089308
                  56,            0.037876,            0.010451,            0.014713,             0.79032,             0.86664,             0.89065,             0.60494,            0.020245,            0.005026,           0.0085114,            0.008911,            0.008911,            0.008911
                  57,            0.037133,            0.009769,            0.013782,             0.93832,             0.88864,             0.97864,             0.73709,            0.018125,           0.0048915,           0.0079587,           0.0088912,           0.0088912,           0.0088912
                  58,            0.038777,           0.0089674,             0.01429,             0.85792,             0.94578,             0.95907,              0.5101,            0.023808,           0.0051886,           0.0067309,           0.0088714,           0.0088714,           0.0088714
                  59,            0.035274,           0.0096068,            0.013018,             0.52651,             0.94089,             0.81909,             0.37156,            0.025605,           0.0054581,           0.0069585,           0.0088516,           0.0088516,           0.0088516
                  60,            0.045097,           0.0096645,            0.014131,             0.95116,             0.92878,             0.95644,             0.57807,            0.021317,           0.0051204,           0.0077654,           0.0088318,           0.0088318,           0.0088318
                  61,            0.036276,           0.0089809,            0.013493,              0.7586,             0.80012,             0.92427,             0.52034,            0.020951,            0.005033,           0.0091615,            0.008812,            0.008812,            0.008812
                  62,            0.038865,            0.010927,            0.012478,              0.7328,             0.88864,             0.93196,             0.70989,             0.01797,           0.0049194,           0.0098255,           0.0087922,           0.0087922,           0.0087922
                  63,            0.032891,            0.009979,            0.011609,             0.69723,             0.86299,             0.91218,             0.55413,            0.025933,           0.0050648,           0.0086601,           0.0087724,           0.0087724,           0.0087724
                  64,              0.0386,            0.010306,            0.011702,             0.57546,             0.75278,             0.73481,             0.44302,            0.019814,           0.0048732,           0.0073253,           0.0087526,           0.0087526,           0.0087526
                  65,            0.037905,           0.0094289,            0.012212,             0.76234,             0.91015,             0.86513,             0.50401,            0.023676,           0.0048933,           0.0074915,           0.0087328,           0.0087328,           0.0087328
                  66,            0.033922,             0.01067,            0.010498,             0.85679,             0.94624,             0.92078,             0.56595,            0.017498,           0.0047439,           0.0077921,            0.008713,            0.008713,            0.008713
                  67,            0.030823,           0.0091038,             0.01339,              0.6521,             0.82903,             0.88227,             0.51573,             0.02622,           0.0049926,           0.0074154,           0.0086932,           0.0086932,           0.0086932
                  68,            0.035528,           0.0085718,            0.010047,             0.90262,             0.95707,             0.95663,             0.58762,            0.017827,           0.0046076,           0.0072261,           0.0086734,           0.0086734,           0.0086734
                  69,            0.031249,            0.010365,            0.011865,             0.81836,             0.96587,             0.96439,             0.62347,            0.019889,           0.0045822,           0.0066048,           0.0086536,           0.0086536,           0.0086536
                  70,             0.03233,           0.0088161,            0.012155,             0.90847,             0.94218,             0.95813,             0.59341,            0.019957,           0.0045849,           0.0064428,           0.0086338,           0.0086338,           0.0086338
                  71,            0.030529,           0.0083486,             0.01259,             0.72939,             0.95162,             0.79752,               0.543,            0.024042,           0.0049336,           0.0068515,            0.008614,            0.008614,            0.008614
                  72,            0.038003,           0.0098344,              0.0116,             0.95219,             0.94579,             0.97406,             0.57486,             0.01723,           0.0044175,           0.0072103,           0.0085942,           0.0085942,           0.0085942
                  73,            0.032352,           0.0087165,            0.011122,             0.78307,              0.9409,             0.94744,              0.5949,            0.022921,           0.0046132,           0.0066066,           0.0085744,           0.0085744,           0.0085744
                  74,            0.032543,           0.0085706,            0.011626,             0.70405,             0.94318,              0.8678,             0.49866,            0.017647,           0.0042618,           0.0072003,           0.0085546,           0.0085546,           0.0085546
                  75,            0.026984,           0.0095242,            0.011525,              0.9369,             0.94318,             0.97469,             0.69524,            0.020234,           0.0043413,           0.0061107,           0.0085348,           0.0085348,           0.0085348
                  76,            0.037683,           0.0089701,            0.010892,             0.70164,             0.95455,             0.95575,             0.58899,            0.021609,           0.0044189,           0.0054111,            0.008515,            0.008515,            0.008515
                  77,            0.034432,           0.0082925,            0.008994,             0.73704,             0.96327,             0.93604,             0.64305,            0.016858,           0.0043565,           0.0050847,           0.0084952,           0.0084952,           0.0084952
                  78,            0.033315,           0.0081009,           0.0098919,             0.97885,             0.99056,             0.98917,             0.67266,            0.019258,           0.0044213,           0.0047542,           0.0084754,           0.0084754,           0.0084754
                  79,            0.030309,           0.0081347,            0.012275,             0.74129,             0.96629,             0.90317,             0.62346,            0.022647,           0.0047316,           0.0054228,           0.0084556,           0.0084556,           0.0084556
                  80,            0.035423,            0.008167,            0.011103,             0.95339,             0.96322,             0.98721,             0.52613,            0.016452,           0.0042675,           0.0052978,           0.0084358,           0.0084358,           0.0084358
                  81,            0.030848,           0.0089624,           0.0099411,             0.61229,              0.9526,             0.85843,             0.56989,            0.020833,           0.0045301,           0.0048305,            0.008416,            0.008416,            0.008416
                  82,            0.033037,            0.009613,             0.01225,             0.96027,             0.97626,             0.98653,             0.56793,            0.018835,           0.0041565,           0.0051818,           0.0083962,           0.0083962,           0.0083962
                  83,            0.029855,           0.0098397,             0.01048,             0.77727,             0.91427,             0.95649,             0.69626,             0.02157,           0.0045437,           0.0055066,           0.0083764,           0.0083764,           0.0083764
                  84,            0.036771,           0.0088513,           0.0089944,             0.97244,              0.9322,             0.96457,             0.65588,            0.018369,           0.0043261,           0.0056638,           0.0083566,           0.0083566,           0.0083566
                  85,            0.033473,           0.0088518,            0.012505,             0.75233,             0.97435,             0.93737,             0.55666,            0.019435,           0.0044587,           0.0054304,           0.0083368,           0.0083368,           0.0083368
                  86,            0.032537,            0.007933,            0.011792,              0.9583,             0.97435,             0.98144,             0.71759,            0.015703,           0.0042635,           0.0052844,            0.008317,            0.008317,            0.008317
                  87,            0.027251,           0.0079889,           0.0093032,             0.92738,             0.93175,             0.97553,             0.57887,            0.020762,           0.0044116,            0.005153,           0.0082972,           0.0082972,           0.0082972
                  88,            0.034595,           0.0096399,            0.011137,             0.92296,              0.9487,             0.97691,             0.62665,            0.019455,            0.004308,           0.0051795,           0.0082774,           0.0082774,           0.0082774
                  89,            0.031946,           0.0086928,           0.0093897,             0.93391,             0.94496,             0.96428,             0.55801,            0.017389,           0.0042515,           0.0051843,           0.0082576,           0.0082576,           0.0082576
                  90,            0.031506,           0.0082676,            0.011287,             0.95952,             0.97695,             0.98389,             0.62207,              0.0179,           0.0041568,           0.0051921,           0.0082378,           0.0082378,           0.0082378
                  91,              0.0264,           0.0086116,             0.01013,             0.78813,             0.91461,             0.94444,             0.61727,            0.020784,           0.0043962,           0.0052873,            0.008218,            0.008218,            0.008218
                  92,            0.036061,           0.0084711,            0.012339,             0.79647,             0.95742,             0.94753,             0.61589,            0.018509,             0.00426,           0.0057632,           0.0081982,           0.0081982,           0.0081982
                  93,            0.030704,           0.0076876,           0.0098298,             0.87832,              0.9289,             0.97609,             0.68559,            0.020483,            0.004178,           0.0058588,           0.0081784,           0.0081784,           0.0081784
                  94,            0.029017,           0.0080959,           0.0085828,             0.88687,             0.95872,             0.97771,              0.6616,            0.018374,           0.0042222,           0.0059613,           0.0081586,           0.0081586,           0.0081586
                  95,            0.022442,           0.0098806,            0.008306,             0.54561,             0.85611,             0.74868,             0.35538,            0.023405,           0.0045353,           0.0055404,           0.0081388,           0.0081388,           0.0081388
                  96,             0.03858,           0.0081918,           0.0095896,             0.68565,             0.96509,             0.89249,             0.66929,            0.015114,           0.0041401,           0.0054698,            0.008119,            0.008119,            0.008119
                  97,            0.028774,            0.008416,           0.0099354,             0.79081,             0.95723,             0.86605,             0.55909,            0.017185,           0.0040749,           0.0056212,           0.0080992,           0.0080992,           0.0080992
                  98,            0.026916,           0.0072518,           0.0085632,             0.86874,             0.96649,              0.9683,              0.5763,             0.01878,           0.0042425,            0.004723,           0.0080794,           0.0080794,           0.0080794
                  99,            0.024415,           0.0081162,             0.01085,             0.65946,             0.97727,              0.8968,             0.64177,            0.020547,           0.0042693,           0.0038508,           0.0080596,           0.0080596,           0.0080596
                 100,            0.033285,            0.008056,           0.0091731,             0.89756,             0.98864,             0.98066,             0.67888,            0.017128,           0.0042078,           0.0038781,           0.0080398,           0.0080398,           0.0080398
                 101,             0.03005,           0.0079283,           0.0080932,              0.9813,             0.99035,             0.98792,              0.7407,            0.016026,           0.0040409,           0.0037926,             0.00802,             0.00802,             0.00802
                 102,            0.027554,           0.0087475,           0.0077169,             0.96692,             0.97772,             0.98439,              0.7826,             0.01296,           0.0038813,           0.0037692,           0.0080002,           0.0080002,           0.0080002
                 103,            0.023879,           0.0087038,            0.010283,             0.98001,             0.99865,             0.98514,              0.6103,            0.017027,           0.0040867,           0.0035627,           0.0079804,           0.0079804,           0.0079804
                 104,            0.028238,           0.0086861,           0.0096038,             0.96714,             0.99939,             0.98667,             0.73365,            0.014338,           0.0039519,           0.0035263,           0.0079606,           0.0079606,           0.0079606
                 105,            0.027644,           0.0072612,            0.010169,             0.96767,             0.98259,             0.98534,             0.58437,            0.019539,           0.0042156,           0.0036209,           0.0079408,           0.0079408,           0.0079408
                 106,            0.028419,           0.0082398,           0.0083054,             0.98353,             0.99979,             0.98875,             0.61848,            0.015061,           0.0040835,           0.0036051,            0.007921,            0.007921,            0.007921
                 107,            0.022425,           0.0088615,           0.0081993,             0.82461,             0.92093,             0.95925,             0.55953,            0.017535,           0.0040583,           0.0036516,           0.0079012,           0.0079012,           0.0079012
                 108,            0.035126,            0.008168,            0.011994,             0.98338,                   1,             0.98708,             0.74321,            0.015001,           0.0039944,           0.0037993,           0.0078814,           0.0078814,           0.0078814
                 109,            0.028022,           0.0073405,           0.0070403,             0.90257,             0.96382,             0.97567,             0.67092,            0.014232,           0.0039097,           0.0037884,           0.0078616,           0.0078616,           0.0078616
                 110,            0.024389,           0.0081077,           0.0074686,             0.98222,             0.98715,             0.98556,             0.83724,             0.01138,            0.003768,            0.003822,           0.0078418,           0.0078418,           0.0078418
                 111,            0.021734,           0.0073254,           0.0075894,             0.77166,             0.96335,             0.94188,             0.63919,            0.020675,           0.0042354,           0.0033714,            0.007822,            0.007822,            0.007822
                 112,            0.033495,           0.0083413,           0.0098054,             0.98336,             0.99905,             0.98667,             0.71156,            0.014279,              0.0038,           0.0033561,           0.0078022,           0.0078022,           0.0078022
                 113,            0.025531,           0.0086301,           0.0068265,             0.98326,             0.98915,             0.98639,             0.73003,            0.015614,           0.0038717,           0.0034945,           0.0077824,           0.0077824,           0.0077824
                 114,            0.027254,           0.0087346,            0.010247,             0.98259,             0.98571,              0.9866,             0.72129,            0.012483,           0.0036913,           0.0036295,           0.0077626,           0.0077626,           0.0077626
                 115,            0.020942,           0.0078893,            0.010529,             0.96191,             0.98571,             0.98344,             0.75359,            0.017774,            0.004079,           0.0035143,           0.0077428,           0.0077428,           0.0077428
                 116,            0.033007,           0.0084597,           0.0079185,             0.98328,              0.9921,             0.98472,             0.79952,            0.012187,           0.0036776,           0.0034956,            0.007723,            0.007723,            0.007723
                 117,            0.026458,           0.0079496,           0.0092985,             0.93481,             0.99557,             0.97127,             0.63551,            0.018159,           0.0040052,           0.0033813,           0.0077032,           0.0077032,           0.0077032
                 118,             0.02652,           0.0080859,           0.0065284,             0.98404,                   1,             0.98319,             0.73332,            0.012801,           0.0036724,           0.0033482,           0.0076834,           0.0076834,           0.0076834
                 119,            0.021727,           0.0071848,           0.0082827,             0.94512,             0.97844,             0.98043,             0.66453,            0.017374,           0.0039519,             0.00344,           0.0076636,           0.0076636,           0.0076636
                 120,            0.030926,           0.0085368,           0.0088278,             0.97443,             0.98523,             0.98118,             0.82792,            0.012208,           0.0037386,            0.003961,           0.0076438,           0.0076438,           0.0076438
                 121,            0.028296,           0.0082645,           0.0084231,             0.95717,             0.98422,             0.98194,             0.72927,            0.013882,            0.003685,           0.0045174,            0.007624,            0.007624,            0.007624
                 122,            0.027511,           0.0080013,           0.0099456,             0.95651,             0.96687,             0.98194,             0.75338,            0.012641,           0.0036966,           0.0049807,           0.0076042,           0.0076042,           0.0076042
                 123,            0.021459,           0.0072607,            0.011683,             0.95264,             0.99858,             0.97786,              0.7488,            0.018277,           0.0039118,           0.0033276,           0.0075844,           0.0075844,           0.0075844
                 124,            0.030804,           0.0079082,           0.0068146,             0.98438,                   1,             0.98389,             0.73513,            0.014127,           0.0036779,           0.0033846,           0.0075646,           0.0075646,           0.0075646
                 125,            0.026355,           0.0076214,           0.0081619,             0.98171,                   1,             0.98597,             0.83183,            0.013918,           0.0037645,           0.0035502,           0.0075448,           0.0075448,           0.0075448
                 126,            0.023305,           0.0076143,            0.010365,             0.97861,                   1,              0.9875,             0.80005,            0.010717,           0.0035668,            0.003856,            0.007525,            0.007525,            0.007525
                 127,            0.018138,           0.0066927,           0.0083317,             0.98417,                   1,             0.98431,             0.82848,            0.015653,           0.0039205,           0.0033434,           0.0075052,           0.0075052,           0.0075052
                 128,            0.029065,           0.0079229,           0.0073004,             0.98266,             0.99774,             0.98472,              0.6751,             0.01303,            0.003793,           0.0032857,           0.0074854,           0.0074854,           0.0074854
                 129,            0.025085,           0.0083263,           0.0075998,             0.97478,             0.99791,             0.98472,             0.74581,            0.012535,           0.0037136,           0.0033136,           0.0074656,           0.0074656,           0.0074656
                 130,            0.025615,            0.007268,           0.0076743,             0.97326,             0.99888,             0.98514,             0.79027,            0.013571,           0.0037497,           0.0032521,           0.0074458,           0.0074458,           0.0074458
                 131,            0.020215,           0.0082798,           0.0089846,             0.91371,             0.99886,             0.98257,             0.72001,            0.021267,            0.004322,           0.0029918,            0.007426,            0.007426,            0.007426
                 132,            0.035724,           0.0081691,           0.0082854,             0.91553,             0.98571,              0.9848,             0.70327,            0.018664,           0.0040314,           0.0027787,           0.0074062,           0.0074062,           0.0074062
                 133,             0.02481,             0.00686,           0.0082962,             0.98264,                   1,             0.99222,             0.73679,             0.01364,           0.0038781,           0.0027285,           0.0073864,           0.0073864,           0.0073864
                 134,            0.021221,           0.0082043,            0.008121,             0.98427,                   1,             0.99222,             0.83099,             0.01051,           0.0036394,           0.0027992,           0.0073666,           0.0073666,           0.0073666
                 135,            0.018129,           0.0072912,           0.0071453,             0.87564,                   1,             0.98254,             0.65367,            0.017186,           0.0041125,           0.0027872,           0.0073468,           0.0073468,           0.0073468
                 136,            0.033283,           0.0081629,           0.0087182,             0.96975,                   1,             0.99028,             0.81095,            0.013832,           0.0038356,           0.0028214,            0.007327,            0.007327,            0.007327
                 137,            0.027124,           0.0074354,           0.0071241,             0.95123,             0.99876,             0.99028,             0.70165,            0.017144,           0.0041355,           0.0028429,           0.0073072,           0.0073072,           0.0073072
                 138,            0.025733,           0.0077781,            0.009783,              0.9836,                   1,             0.99194,             0.70489,             0.01354,           0.0038905,           0.0029246,           0.0072874,           0.0072874,           0.0072874
                 139,            0.022651,           0.0085585,            0.008303,             0.98336,             0.99173,              0.9875,             0.69405,            0.012315,           0.0037742,           0.0031998,           0.0072676,           0.0072676,           0.0072676
                 140,            0.025275,           0.0078447,           0.0066231,             0.98359,             0.99111,             0.98944,             0.78625,           0.0098776,           0.0035809,           0.0032135,           0.0072478,           0.0072478,           0.0072478
                 141,            0.025751,           0.0081697,           0.0076816,             0.98588,             0.99082,             0.99111,              0.7476,            0.015151,            0.003977,           0.0033381,            0.007228,            0.007228,            0.007228
                 142,            0.023331,           0.0077826,           0.0060225,             0.98589,             0.99038,             0.99431,             0.82633,            0.010261,             0.00357,           0.0033076,           0.0072082,           0.0072082,           0.0072082
                 143,            0.018229,           0.0080349,           0.0097995,              0.9501,              0.9749,             0.98826,             0.64871,            0.022286,           0.0041792,           0.0032527,           0.0071884,           0.0071884,           0.0071884
                 144,            0.031161,           0.0087609,           0.0071424,             0.95958,             0.97785,             0.98659,             0.67457,            0.018279,           0.0038738,           0.0030118,           0.0071686,           0.0071686,           0.0071686
                 145,            0.026386,           0.0077692,           0.0071919,             0.98055,             0.98558,             0.98875,             0.81114,            0.013081,           0.0035148,           0.0029585,           0.0071488,           0.0071488,           0.0071488
                 146,            0.023676,           0.0078267,           0.0075183,             0.98286,                   1,             0.98875,             0.74492,             0.01484,           0.0036479,           0.0029238,            0.007129,            0.007129,            0.007129
                 147,            0.020982,           0.0075976,           0.0068311,             0.98128,                   1,             0.98472,             0.67398,            0.015685,           0.0038967,           0.0029007,           0.0071092,           0.0071092,           0.0071092
                 148,            0.028509,           0.0080058,           0.0081031,              0.9732,             0.99897,             0.98431,             0.86396,            0.011181,           0.0035283,           0.0030805,           0.0070894,           0.0070894,           0.0070894
                 149,            0.023208,           0.0081665,           0.0072219,             0.97013,             0.99872,             0.98556,             0.78382,            0.012385,           0.0035733,           0.0032859,           0.0070696,           0.0070696,           0.0070696
                 150,            0.021762,           0.0069337,           0.0077815,             0.95201,                   1,             0.98514,             0.80721,            0.010439,           0.0035085,            0.004008,           0.0070498,           0.0070498,           0.0070498
                 151,            0.020305,           0.0077537,            0.011031,             0.74478,             0.99357,             0.98472,             0.80559,            0.016803,           0.0038113,           0.0042834,             0.00703,             0.00703,             0.00703
                 152,            0.028272,           0.0071912,           0.0091465,             0.96543,             0.99724,             0.98556,             0.85965,            0.010624,           0.0033928,           0.0037165,           0.0070102,           0.0070102,           0.0070102
                 153,            0.022961,           0.0078213,           0.0063294,             0.53533,             0.99536,             0.83828,             0.64082,            0.017506,           0.0037474,           0.0037633,           0.0069904,           0.0069904,           0.0069904
                 154,            0.025396,            0.007534,           0.0068698,             0.79305,             0.98415,             0.95387,             0.78269,            0.014471,           0.0035311,           0.0035317,           0.0069706,           0.0069706,           0.0069706
                 155,             0.02336,           0.0071867,           0.0080401,             0.92243,             0.98571,             0.97874,             0.78046,            0.015445,           0.0036454,           0.0031613,           0.0069508,           0.0069508,           0.0069508
                 156,            0.029294,           0.0074664,           0.0077116,             0.93411,             0.98571,             0.98035,             0.74195,            0.016247,           0.0035625,           0.0029778,            0.006931,            0.006931,            0.006931
                 157,            0.024869,           0.0076928,           0.0062623,             0.96417,             0.99848,             0.98417,             0.74921,            0.015673,           0.0036805,           0.0028285,           0.0069112,           0.0069112,           0.0069112
